Date,Time,Category,Name,Notes,Expense,Income,Flag,Year,YearMonth,YearWeek,Weekday,Hour,CalendarMonth,CalendarWeek,CalendarWeekday,Transaction
2018-03-10,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 10 2018,Saturday,0,March,Week 10,Saturday10,0.0
2018-03-10,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 10 2018,Saturday,0,March,Week 10,Saturday10,0.0
2018-03-10,00:39:00.0,Coffee,,,3.34,,Expense,2018,March 2018,Week 10 2018,Saturday,0,March,Week 10,Saturday10,3.34
2018-03-10,00:57:00.0,Coffee,,,9.87,,Expense,2018,March 2018,Week 10 2018,Saturday,0,March,Week 10,Saturday10,9.87
2018-03-11,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-11,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 10 2018,Sunday,0,March,Week 10,Sunday10,0.0
2018-03-12,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-12,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Monday,0,March,Week 11,Monday11,0.0
2018-03-13,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-13,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Tuesday,0,March,Week 11,Tuesday11,0.0
2018-03-14,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,0.0
2018-03-14,00:18:00.0,Coffee,,,4.79,,Expense,2018,March 2018,Week 11 2018,Wednesday,0,March,Week 11,Wednesday11,4.79
2018-03-15,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-15,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Thursday,0,March,Week 11,Thursday11,0.0
2018-03-16,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-16,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Friday,0,March,Week 11,Friday11,0.0
2018-03-17,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-17,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Saturday,0,March,Week 11,Saturday11,0.0
2018-03-18,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-18,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 11 2018,Sunday,0,March,Week 11,Sunday11,0.0
2018-03-19,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-19,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Monday,0,March,Week 12,Monday12,0.0
2018-03-20,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-20,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Tuesday,0,March,Week 12,Tuesday12,0.0
2018-03-21,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-21,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Wednesday,0,March,Week 12,Wednesday12,0.0
2018-03-22,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,0.0
2018-03-22,00:30:00.0,Coffee,,,8.17,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,8.17
2018-03-22,00:39:00.0,Coffee,,,3.98,,Expense,2018,March 2018,Week 12 2018,Thursday,0,March,Week 12,Thursday12,3.98
2018-03-23,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-23,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Friday,0,March,Week 12,Friday12,0.0
2018-03-24,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-24,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Saturday,0,March,Week 12,Saturday12,0.0
2018-03-25,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-25,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 12 2018,Sunday,0,March,Week 12,Sunday12,0.0
2018-03-26,00:00:00.0,Food,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Gifts,,,,,Income,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:00:00.0,Other,,,,,Income,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,0.0
2018-03-26,00:46:00.0,Coffee,,,3.84,,Expense,2018,March 2018,Week 13 2018,Monday,0,March,Week 13,Monday13,3.84
2018-03-27,00:00:00.0,Coffee,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Public Transport,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Rent,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Utilities,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Clothing,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Holiday,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Technology,,,,,Expense,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Salary,,,,,Income,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
2018-03-27,00:00:00.0,Dividends,,,,,Income,2018,March 2018,Week 13 2018,Tuesday,0,March,Week 13,Tuesday13,0.0
